Campaign Name,Channel,Date,Spend,Clicks,Impressions,Conversions,Revenue,CTR,CPC,CPA,ROAS
Conversion Magnet,Meta Ads,2025-05-14,72.9,75,4861,14,467.32,0.015428924089693478,0.9720000000000001,5.207142857142857,6.410425240054869
Lookalike Expansion,Meta Ads,2025-05-14,96.28,223,4975,35,1546.89,0.04482412060301508,0.43174887892376684,2.750857142857143,16.06657665143332
Video Funnel,YouTube,2025-05-14,214.7,544,12386,47,1630.09,0.04392055546584854,0.3946691176470588,4.568085106382979,7.592408011178389
Pre-Roll Push,YouTube,2025-05-14,105.3,349,7319,19,782.18,0.04768410985107255,0.30171919770773636,5.542105263157895,7.428110161443494
Channel Lift,YouTube,2025-05-14,281.31,342,10471,64,1345.18,0.03266163690191959,0.8225438596491228,4.39546875,4.781842095908429
Trend Jumps,TikTok,2025-05-14,224.36,441,9399,86,4156.21,0.04691988509415895,0.5087528344671202,2.6088372093023255,18.524737029773576
Creator Collab,TikTok,2025-05-14,168.55,475,10868,46,2063.9,0.043706293706293704,0.3548421052631579,3.664130434782609,12.24503114802729
Viral Loop,TikTok,2025-05-14,59.25,61,3190,4,89.23,0.019122257053291535,0.9713114754098361,14.8125,1.5059915611814347
Lead Magnet,LinkedIn,2025-05-14,224.07,380,9768,22,648.09,0.038902538902538905,0.589657894736842,10.185,2.8923550676127996
B2B Outreach,LinkedIn,2025-05-14,184.87,259,11393,37,1723.44,0.022733257263231808,0.7137837837837838,4.996486486486487,9.322442797641585
Webinar Promo,LinkedIn,2025-05-14,203.97,88,8019,15,309.57,0.010973936899862825,2.317840909090909,13.598,1.5177231945874392
Search Max,Google Ads,2025-05-15,268.68,653,13744,110,5493.18,0.047511641443539,0.4114548238897397,2.4425454545454546,20.44506476105404
Brand Awareness,Google Ads,2025-05-15,137.68,217,8355,26,1009.45,0.02597247157390784,0.6344700460829493,5.295384615384616,7.3318564787914005
Retargeting Boost,Google Ads,2025-05-15,268.42,758,18618,85,2774.46,0.04071328821570523,0.3541160949868074,3.1578823529411766,10.336264063780641
Engagement Surge,Meta Ads,2025-05-15,234.4,133,9270,13,372.02,0.014347357065803668,1.762406015037594,18.03076923076923,1.5871160409556313
Conversion Magnet,Meta Ads,2025-05-15,124.08,57,4881,3,148.9,0.011677934849416103,2.176842105263158,41.36,1.20003223726628
Lookalike Expansion,Meta Ads,2025-05-15,156.94,264,7120,21,1018.48,0.03707865168539326,0.594469696969697,7.473333333333334,6.489613865171403
Video Funnel,YouTube,2025-05-15,246.59,221,8279,40,1933.68,0.026694045174537988,1.11579185520362,6.16475,7.8416805223245065
Pre-Roll Push,YouTube,2025-05-15,166.85,151,9099,29,781.55,0.016595230245081877,1.1049668874172185,5.753448275862069,4.6841474378184
Channel Lift,YouTube,2025-05-15,285.68,548,15994,69,1857.49,0.03426284856821308,0.5213138686131387,4.140289855072464,6.501995239428731
Trend Jumps,TikTok,2025-05-15,94.13,63,3654,10,305.04,0.017241379310344827,1.494126984126984,9.413,3.2406246680123236
Creator Collab,TikTok,2025-05-15,64.46,200,4432,37,1844.35,0.04512635379061372,0.3223,1.742162162162162,28.61231771641328
Viral Loop,TikTok,2025-05-15,93.47,172,4285,26,640.04,0.04014002333722287,0.5434302325581395,3.5949999999999998,6.84754466673799
Lead Magnet,LinkedIn,2025-05-15,253.96,187,9898,24,906.92,0.01889270559709032,1.3580748663101605,10.581666666666667,3.5711135611907383
B2B Outreach,LinkedIn,2025-05-15,195.02,296,6564,26,621.02,0.04509445460085314,0.6588513513513514,7.500769230769231,3.1843913444774894
Webinar Promo,LinkedIn,2025-05-15,272.19,826,18570,141,5591.67,0.04448034464189553,0.3295278450363196,1.9304255319148935,20.543260222638597
Search Max,Google Ads,2025-05-16,187.71,165,6284,17,472.47,0.02625716104392107,1.1376363636363638,11.041764705882354,2.517020936551063
Brand Awareness,Google Ads,2025-05-16,230.86,152,11504,12,485.97,0.01321279554937413,1.5188157894736842,19.238333333333333,2.1050420168067228
Retargeting Boost,Google Ads,2025-05-16,69.03,131,4421,15,566.58,0.029631305134584937,0.5269465648854962,4.602,8.207735767057802
Engagement Surge,Meta Ads,2025-05-16,256.17,417,11249,56,1568.61,0.03706996177437995,0.61431654676259,4.574464285714286,6.123316547605105
Conversion Magnet,Meta Ads,2025-05-16,269.66,606,16691,107,4924.01,0.036306991791983705,0.444983498349835,2.5201869158878507,18.260068234072534
Lookalike Expansion,Meta Ads,2025-05-16,227.09,546,14415,83,3200.34,0.03787721123829344,0.41591575091575095,2.7360240963855422,14.09282663261262
Video Funnel,YouTube,2025-05-16,238.18,391,8656,70,1461.42,0.04517097966728281,0.6091560102301791,3.4025714285714286,6.1357796624401715
Pre-Roll Push,YouTube,2025-05-16,256.45,210,9015,33,819.15,0.02329450915141431,1.2211904761904762,7.771212121212121,3.1941899005654126
Channel Lift,YouTube,2025-05-16,254.49,487,16105,24,686.67,0.030239056193728655,0.5225667351129364,10.60375,2.6982199693504656
Trend Jumps,TikTok,2025-05-16,204.23,498,14142,44,1716.89,0.035214255409418756,0.4101004016064257,4.641590909090909,8.406649365910983
Creator Collab,TikTok,2025-05-16,185.0,161,11320,26,942.19,0.0142226148409894,1.1490683229813665,7.115384615384615,5.092918918918919
Viral Loop,TikTok,2025-05-16,290.75,448,12698,85,1961.4,0.03528114663726571,0.6489955357142857,3.4205882352941175,6.746001719690456
Lead Magnet,LinkedIn,2025-05-16,284.31,207,16352,19,783.66,0.012659001956947162,1.3734782608695653,14.963684210526315,2.7563574970982376
B2B Outreach,LinkedIn,2025-05-16,66.84,84,3561,12,256.47,0.02358887952822241,0.7957142857142857,5.57,3.8370736086175943
Webinar Promo,LinkedIn,2025-05-16,267.88,900,18467,146,3489.78,0.048735582390209566,0.29764444444444443,1.8347945205479452,13.027400328505301
Search Max,Google Ads,2025-05-17,239.57,80,7422,7,242.62,0.010778765831312315,2.994625,34.22428571428571,1.0127311432984096
Brand Awareness,Google Ads,2025-05-17,242.6,387,13908,35,1746.98,0.027825711820534945,0.6268733850129199,6.9314285714285715,7.201071723000824
Retargeting Boost,Google Ads,2025-05-17,156.55,124,7523,20,816.21,0.01648278612255749,1.2625000000000002,7.827500000000001,5.213733631427659
Engagement Surge,Meta Ads,2025-05-17,105.19,130,3502,19,535.76,0.03712164477441462,0.8091538461538461,5.536315789473684,5.093259815571822
Conversion Magnet,Meta Ads,2025-05-17,287.72,283,10370,54,1759.96,0.02729026036644166,1.016678445229682,5.3281481481481485,6.116919227026275
Lookalike Expansion,Meta Ads,2025-05-17,209.63,201,9622,39,1258.92,0.020889627935980044,1.0429353233830845,5.375128205128205,6.005438152936126
Video Funnel,YouTube,2025-05-17,273.52,198,10721,10,395.5,0.018468426452756273,1.3814141414141414,27.351999999999997,1.4459637320854053
Pre-Roll Push,YouTube,2025-05-17,142.13,265,9177,51,1303.85,0.028876539174022012,0.5363396226415094,2.786862745098039,9.173643847182158
Channel Lift,YouTube,2025-05-17,267.16,666,16313,117,5011.19,0.04082633482498621,0.4011411411411412,2.2834188034188037,18.757261566102706
Trend Jumps,TikTok,2025-05-17,206.56,82,7281,15,577.49,0.011262189259717071,2.5190243902439025,13.770666666666667,2.7957494190549963
Creator Collab,TikTok,2025-05-17,249.13,180,12272,12,486.8,0.014667535853976532,1.3840555555555556,20.760833333333334,1.953999919720628
Viral Loop,TikTok,2025-05-17,157.58,177,5991,10,374.59,0.02954431647471207,0.8902824858757062,15.758000000000001,2.377141769260058
Lead Magnet,LinkedIn,2025-05-17,117.25,162,7258,19,386.62,0.02232019840176357,0.7237654320987654,6.171052631578948,3.297398720682303
B2B Outreach,LinkedIn,2025-05-17,68.11,90,3112,12,345.0,0.02892030848329049,0.7567777777777778,5.675833333333333,5.06533548671267
Webinar Promo,LinkedIn,2025-05-17,223.75,593,14410,33,1135.7,0.041151977793199165,0.37731871838111297,6.78030303030303,5.075754189944134
Search Max,Google Ads,2025-05-18,76.23,149,3024,10,349.67,0.04927248677248677,0.5116107382550336,7.623,4.58703922340286
Brand Awareness,Google Ads,2025-05-18,204.54,384,11883,19,566.08,0.03231507195152739,0.5326562499999999,10.765263157894736,2.7675760242495357
Retargeting Boost,Google Ads,2025-05-18,179.43,144,6013,7,156.5,0.02394811242308332,1.2460416666666667,25.632857142857144,0.8722064314774564
Engagement Surge,Meta Ads,2025-05-18,149.23,172,5269,26,1144.46,0.03264376542038337,0.8676162790697673,5.739615384615385,7.669101387120553
Conversion Magnet,Meta Ads,2025-05-18,100.04,52,3671,7,288.36,0.014165077635521656,1.923846153846154,14.291428571428572,2.882447021191523
Lookalike Expansion,Meta Ads,2025-05-18,57.9,47,3905,6,247.63,0.01203585147247119,1.2319148936170212,9.65,4.276856649395509
Video Funnel,YouTube,2025-05-18,267.74,659,15679,66,2933.35,0.04203074175648957,0.4062822458270106,4.056666666666667,10.955964741913796
Pre-Roll Push,YouTube,2025-05-18,70.03,146,4607,25,839.24,0.03169090514434556,0.47965753424657537,2.8012,11.98400685420534
Channel Lift,YouTube,2025-05-18,210.89,422,10767,26,567.07,0.039193833008265996,0.499739336492891,8.111153846153845,2.688937360709375
Trend Jumps,TikTok,2025-05-18,111.78,182,4066,15,739.14,0.04476143630103296,0.6141758241758242,7.452,6.612453032742888
Creator Collab,TikTok,2025-05-18,134.22,208,5004,30,1048.38,0.04156674660271783,0.6452884615384615,4.474,7.810907465355387
Viral Loop,TikTok,2025-05-18,188.84,212,11097,42,2068.24,0.019104262413264846,0.8907547169811321,4.496190476190476,10.952340605803855
Lead Magnet,LinkedIn,2025-05-18,212.58,300,8074,18,376.55,0.03715630418627694,0.7086,11.81,1.7713331451688776
B2B Outreach,LinkedIn,2025-05-18,114.42,248,5549,39,1648.97,0.0446927374301676,0.4613709677419355,2.933846153846154,14.411553924139136
Webinar Promo,LinkedIn,2025-05-18,156.37,170,6854,33,699.71,0.024803034724248614,0.9198235294117647,4.738484848484848,4.474707424697832
Search Max,Google Ads,2025-05-19,266.76,390,14177,61,2110.6,0.02750934612400367,0.6839999999999999,4.373114754098361,7.911980806717649
Brand Awareness,Google Ads,2025-05-19,268.36,476,17719,43,1624.13,0.026863818499915346,0.5637815126050421,6.2409302325581395,6.0520569384409
Retargeting Boost,Google Ads,2025-05-19,278.09,373,10686,53,2225.65,0.0349054838105933,0.7455495978552278,5.246981132075471,8.003344241073036
Engagement Surge,Meta Ads,2025-05-19,82.89,225,4860,17,461.15,0.046296296296296294,0.3684,4.875882352941177,5.563397273494993
Conversion Magnet,Meta Ads,2025-05-19,292.85,481,10905,59,1617.6,0.04410820724438331,0.6088357588357589,4.963559322033898,5.5236469182175165
Lookalike Expansion,Meta Ads,2025-05-19,267.69,391,12798,40,1511.54,0.03055164869510861,0.6846291560102302,6.69225,5.646606148903582
Video Funnel,YouTube,2025-05-19,90.88,202,4148,17,674.94,0.048698167791706846,0.44990099009900986,5.345882352941176,7.426716549295776
Pre-Roll Push,YouTube,2025-05-19,131.3,121,8001,23,773.11,0.015123109611298587,1.0851239669421489,5.708695652173914,5.888118811881188
Channel Lift,YouTube,2025-05-19,109.01,60,3590,7,210.77,0.016713091922005572,1.8168333333333335,15.572857142857144,1.9334923401522797
Trend Jumps,TikTok,2025-05-19,257.22,242,12149,34,1400.91,0.01991933492468516,1.0628925619834713,7.56529411764706,5.4463494285047815
Creator Collab,TikTok,2025-05-19,91.76,38,3368,6,239.48,0.011282660332541567,2.4147368421052633,15.293333333333335,2.609851787271142
Viral Loop,TikTok,2025-05-19,168.66,454,10754,62,2854.98,0.04221684954435559,0.3714977973568282,2.720322580645161,16.92742796157951
Lead Magnet,LinkedIn,2025-05-19,101.46,72,3498,4,143.74,0.02058319039451115,1.4091666666666667,25.365,1.4167159471712991
B2B Outreach,LinkedIn,2025-05-19,284.15,133,8971,15,720.24,0.014825548991193847,2.1364661654135335,18.94333333333333,2.5347175787436216
Webinar Promo,LinkedIn,2025-05-19,129.04,75,6489,5,247.99,0.01155802126675913,1.7205333333333332,25.808,1.921807191568506
Search Max,Google Ads,2025-05-20,291.28,422,8795,61,2808.29,0.04798180784536669,0.6902369668246445,4.775081967213114,9.64120433946718
Brand Awareness,Google Ads,2025-05-20,163.68,244,8286,36,870.82,0.029447260439295197,0.6708196721311476,4.546666666666667,5.320259042033236
Retargeting Boost,Google Ads,2025-05-20,57.49,92,2432,7,281.42,0.03782894736842105,0.6248913043478261,8.212857142857143,4.895112193424944
Engagement Surge,Meta Ads,2025-05-20,292.48,364,9872,42,1933.86,0.03687196110210697,0.8035164835164835,6.963809523809524,6.611939277899343
Conversion Magnet,Meta Ads,2025-05-20,94.29,236,5441,45,1822.38,0.04337437970961221,0.3995338983050848,2.0953333333333335,19.32739420935412
Lookalike Expansion,Meta Ads,2025-05-20,174.29,426,9536,57,1191.96,0.04467281879194631,0.40913145539906104,3.057719298245614,6.838946583280739
Video Funnel,YouTube,2025-05-20,282.74,603,16280,49,1948.56,0.03703931203931204,0.4688888888888889,5.770204081632653,6.891702624319162
Pre-Roll Push,YouTube,2025-05-20,148.47,118,8321,17,849.7,0.014180987862035813,1.2582203389830509,8.733529411764707,5.723041691924295
Channel Lift,YouTube,2025-05-20,62.05,112,4286,20,869.43,0.026131591227251515,0.5540178571428571,3.1025,14.011764705882353
Trend Jumps,TikTok,2025-05-20,191.75,515,11416,56,1669.42,0.04511212333566924,0.37233009708737863,3.424107142857143,8.706232073011735
Creator Collab,TikTok,2025-05-20,216.9,547,13515,92,3042.21,0.04047354790972993,0.39652650822669105,2.357608695652174,14.025864453665283
Viral Loop,TikTok,2025-05-20,254.46,281,8857,14,416.33,0.03172631816642204,0.9055516014234876,18.175714285714285,1.6361314155466478
Lead Magnet,LinkedIn,2025-05-20,141.62,245,6492,26,869.98,0.03773875539125077,0.5780408163265306,5.446923076923077,6.14305888998729
B2B Outreach,LinkedIn,2025-05-20,109.39,93,4914,5,190.52,0.018925518925518924,1.176236559139785,21.878,1.741658286863516
Webinar Promo,LinkedIn,2025-05-20,217.05,339,11889,36,1652.4,0.02851375220792329,0.6402654867256637,6.029166666666667,7.612992398064962
Search Max,Google Ads,2025-05-21,179.77,97,8838,9,282.65,0.010975333785924418,1.853298969072165,19.974444444444444,1.5722868109250707
Brand Awareness,Google Ads,2025-05-21,149.71,249,7965,35,1503.13,0.031261770244821095,0.6012449799196787,4.277428571428572,10.04027787054973
Retargeting Boost,Google Ads,2025-05-21,253.25,717,14872,37,957.31,0.04821140398063475,0.353207810320781,6.844594594594595,3.7800987166831193
Engagement Surge,Meta Ads,2025-05-21,51.89,133,2900,11,525.92,0.04586206896551724,0.39015037593984964,4.717272727272728,10.135286182308729
Conversion Magnet,Meta Ads,2025-05-21,65.07,105,4384,6,207.46,0.023950729927007298,0.6197142857142857,10.844999999999999,3.188258798217305
Lookalike Expansion,Meta Ads,2025-05-21,114.19,105,4726,17,614.97,0.022217520101565805,1.0875238095238096,6.7170588235294115,5.385497854453105
Video Funnel,YouTube,2025-05-21,127.83,268,6955,24,777.76,0.0385334291876348,0.4769776119402985,5.32625,6.084330751779707
Pre-Roll Push,YouTube,2025-05-21,80.47,111,2997,8,286.04,0.037037037037037035,0.724954954954955,10.05875,3.5546166273145277
Channel Lift,YouTube,2025-05-21,227.26,254,7789,22,1075.53,0.032610091154191806,0.8947244094488188,10.33,4.732597025433424
Trend Jumps,TikTok,2025-05-21,170.89,340,10636,19,740.9,0.03196690485144791,0.5026176470588235,8.994210526315788,4.335537480250454
Creator Collab,TikTok,2025-05-21,287.85,665,15562,121,3247.93,0.04273229661997172,0.4328571428571429,2.378925619834711,11.28341149904464
Viral Loop,TikTok,2025-05-21,103.01,148,5607,26,1222.02,0.02639557695737471,0.6960135135135136,3.9619230769230773,11.863120085428598
Lead Magnet,LinkedIn,2025-05-21,138.36,225,5461,20,893.57,0.04120124519318806,0.6149333333333334,6.918000000000001,6.458297195721307
B2B Outreach,LinkedIn,2025-05-21,155.93,122,8841,17,570.4,0.01379934396561475,1.2781147540983606,9.17235294117647,3.6580516898608346
Webinar Promo,LinkedIn,2025-05-21,196.65,285,7221,51,1351.61,0.03946821769837973,0.6900000000000001,3.8558823529411765,6.873175692855326
Search Max,Google Ads,2025-05-22,73.93,81,2287,11,400.41,0.03541757761259292,0.9127160493827161,6.720909090909092,5.416069254700392
Brand Awareness,Google Ads,2025-05-22,107.99,166,4928,20,992.67,0.033685064935064936,0.6505421686746987,5.3995,9.19224002222428
Retargeting Boost,Google Ads,2025-05-22,84.11,127,4862,14,581.39,0.026120937885643767,0.6622834645669291,6.007857142857143,6.912257757698252
Engagement Surge,Meta Ads,2025-05-22,223.11,235,15539,15,625.95,0.015123238303623141,0.949404255319149,14.874,2.8055667607906414
Conversion Magnet,Meta Ads,2025-05-22,194.6,105,7972,6,280.95,0.013171098845960863,1.8533333333333333,32.43333333333333,1.4437307297019526
Lookalike Expansion,Meta Ads,2025-05-22,97.97,80,4206,8,176.66,0.019020446980504042,1.224625,12.24625,1.8032050627743186
Video Funnel,YouTube,2025-05-22,179.76,246,5878,20,724.01,0.041850969717591016,0.7307317073170732,8.988,4.0276479750778815
Pre-Roll Push,YouTube,2025-05-22,270.02,473,15130,46,1379.54,0.031262392597488434,0.5708668076109936,5.869999999999999,5.109028960817717
Channel Lift,YouTube,2025-05-22,217.37,553,15164,73,3060.12,0.036467950408863095,0.3930741410488246,2.9776712328767125,14.077931637300455
Trend Jumps,TikTok,2025-05-22,166.3,175,5389,33,833.55,0.032473557246242346,0.9502857142857144,5.03939393939394,5.012327119663259
Creator Collab,TikTok,2025-05-22,222.5,266,8463,17,569.69,0.03143093465674111,0.8364661654135338,13.088235294117647,2.5604044943820226
Viral Loop,TikTok,2025-05-22,239.04,384,10494,65,3108.0,0.03659233847913093,0.6224999999999999,3.6775384615384614,13.002008032128515
Lead Magnet,LinkedIn,2025-05-22,108.66,80,4995,15,717.15,0.016016016016016016,1.35825,7.244,6.59994478188846
B2B Outreach,LinkedIn,2025-05-22,184.99,363,11780,52,1179.03,0.030814940577249577,0.5096143250688705,3.5575,6.373479647548516
Webinar Promo,LinkedIn,2025-05-22,238.82,360,8384,60,2475.74,0.042938931297709926,0.6633888888888889,3.9803333333333333,10.366552215057364
Search Max,Google Ads,2025-05-23,59.04,51,2487,5,113.15,0.020506634499396863,1.1576470588235295,11.808,1.9164972899728998
Brand Awareness,Google Ads,2025-05-23,284.24,329,14823,36,1202.98,0.022195237131484854,0.863951367781155,7.895555555555556,4.23226850548832
Retargeting Boost,Google Ads,2025-05-23,200.15,473,10133,58,2886.35,0.0466791670778644,0.42315010570824524,3.450862068965517,14.420934299275542
Engagement Surge,Meta Ads,2025-05-23,262.86,475,10078,32,1424.75,0.047132367533240724,0.5533894736842105,8.214375,5.420185650155976
Conversion Magnet,Meta Ads,2025-05-23,145.16,422,9452,72,3146.47,0.04464663563267034,0.3439810426540284,2.016111111111111,21.675874896665746
Lookalike Expansion,Meta Ads,2025-05-23,126.17,109,4193,8,326.79,0.025995707130932508,1.1575229357798165,15.77125,2.590076880399461
Video Funnel,YouTube,2025-05-23,136.52,335,9423,58,1390.59,0.03555131062294386,0.40752238805970153,2.353793103448276,10.185980076179312
Pre-Roll Push,YouTube,2025-05-23,265.5,523,17764,73,3134.93,0.02944156721459131,0.5076481835564054,3.636986301369863,11.80764595103578
Channel Lift,YouTube,2025-05-23,93.71,121,4695,8,248.21,0.02577209797657082,0.7744628099173553,11.71375,2.64870344680397
Trend Jumps,TikTok,2025-05-23,67.04,32,2080,6,218.92,0.015384615384615385,2.095,11.173333333333334,3.2655131264916464
Creator Collab,TikTok,2025-05-23,291.46,309,13786,38,1261.04,0.022414043232264615,0.9432362459546925,7.669999999999999,4.326631441707267
Viral Loop,TikTok,2025-05-23,76.42,79,4251,11,434.57,0.018583862620559867,0.9673417721518988,6.947272727272727,5.686600366396231
Lead Magnet,LinkedIn,2025-05-23,88.01,117,2856,13,282.68,0.04096638655462185,0.7522222222222222,6.7700000000000005,3.211907737757073
B2B Outreach,LinkedIn,2025-05-23,298.72,364,9652,71,1929.45,0.03771239121425611,0.8206593406593408,4.207323943661972,6.459058650241028
Webinar Promo,LinkedIn,2025-05-23,85.56,65,2982,4,163.06,0.021797451374916163,1.3163076923076924,21.39,1.9057971014492754
Search Max,Google Ads,2025-05-24,65.57,164,3303,28,1076.78,0.04965183166818044,0.3998170731707317,2.341785714285714,16.421839255757206
Brand Awareness,Google Ads,2025-05-24,126.56,216,6955,24,574.11,0.031056793673616103,0.585925925925926,5.273333333333333,4.5362673830594185
Retargeting Boost,Google Ads,2025-05-24,271.65,231,13036,24,778.17,0.01772015955814667,1.175974025974026,11.31875,2.864605190502485
Engagement Surge,Meta Ads,2025-05-24,256.88,621,15244,32,1039.51,0.0407373392810286,0.41365539452495975,8.0275,4.046675490501402
Conversion Magnet,Meta Ads,2025-05-24,170.34,106,5240,17,409.93,0.020229007633587787,1.6069811320754717,10.02,2.4065398614535636
Lookalike Expansion,Meta Ads,2025-05-24,183.83,74,7097,6,295.66,0.010426940960969423,2.4841891891891894,30.638333333333335,1.60833378665071
Video Funnel,YouTube,2025-05-24,250.38,505,17121,33,1202.48,0.029495940657671867,0.4958019801980198,7.587272727272727,4.802620017573289
Pre-Roll Push,YouTube,2025-05-24,163.59,145,10432,17,416.52,0.013899539877300613,1.1282068965517242,9.622941176470588,2.5461214010636346
Channel Lift,YouTube,2025-05-24,131.17,226,7803,24,764.02,0.02896321927463796,0.5803982300884956,5.465416666666666,5.824655027826485
Trend Jumps,TikTok,2025-05-24,164.86,462,10122,89,3881.03,0.04564315352697095,0.35683982683982685,1.8523595505617978,23.541368433822637
Creator Collab,TikTok,2025-05-24,128.85,203,7412,17,768.84,0.027388019427954668,0.6347290640394089,7.579411764705882,5.966938300349244
Viral Loop,TikTok,2025-05-24,59.61,112,3938,16,636.49,0.028440832910106652,0.5322321428571428,3.725625,10.677570877369568
Lead Magnet,LinkedIn,2025-05-24,273.78,524,15185,31,1102.12,0.03450773789924268,0.5224809160305343,8.831612903225805,4.025567974285923
B2B Outreach,LinkedIn,2025-05-24,87.54,158,5208,24,510.0,0.030337941628264208,0.5540506329113924,3.6475000000000004,5.825908156271418
Webinar Promo,LinkedIn,2025-05-24,71.2,53,4176,3,61.09,0.012691570881226053,1.3433962264150945,23.733333333333334,0.8580056179775281
Search Max,Google Ads,2025-05-25,289.13,415,17203,39,1189.15,0.024123699354763703,0.6966987951807229,7.4135897435897435,4.112855808805728
Brand Awareness,Google Ads,2025-05-25,243.66,239,13755,18,413.13,0.01737549981824791,1.0194979079497908,13.536666666666667,1.6955183452351636
Retargeting Boost,Google Ads,2025-05-25,215.08,268,13028,14,314.51,0.020571077678845563,0.8025373134328359,15.362857142857143,1.4622931002417703
Engagement Surge,Meta Ads,2025-05-25,291.97,497,12209,71,2233.53,0.04070767466622983,0.5874647887323944,4.112253521126761,7.649861287118539
Conversion Magnet,Meta Ads,2025-05-25,101.42,122,3535,20,786.34,0.03451202263083451,0.8313114754098361,5.071,7.7533030960362845
Lookalike Expansion,Meta Ads,2025-05-25,182.58,281,5783,47,1352.88,0.048590696870136604,0.6497508896797154,3.88468085106383,7.409792967466316
Video Funnel,YouTube,2025-05-25,294.99,531,15951,86,3814.37,0.0332894489373707,0.5555367231638418,3.4301162790697677,12.930506118851486
Pre-Roll Push,YouTube,2025-05-25,214.12,176,7520,33,882.37,0.023404255319148935,1.216590909090909,6.488484848484848,4.120913506444984
Channel Lift,YouTube,2025-05-25,143.04,186,6763,26,1255.6,0.02750258760904924,0.7690322580645161,5.501538461538461,8.777964205816554
Trend Jumps,TikTok,2025-05-25,110.17,68,3840,12,472.49,0.017708333333333333,1.6201470588235294,9.180833333333334,4.288735590451121
Creator Collab,TikTok,2025-05-25,121.48,338,7609,59,2806.5,0.04442108029964516,0.35940828402366864,2.058983050847458,23.10256832400395
Viral Loop,TikTok,2025-05-25,113.06,193,6806,34,1423.06,0.028357331766088744,0.5858031088082901,3.3252941176470587,12.58676808774102
Lead Magnet,LinkedIn,2025-05-25,244.11,234,13730,30,1486.2,0.017042971595047342,1.0432051282051282,8.137,6.088238908688706
B2B Outreach,LinkedIn,2025-05-25,284.35,149,9021,10,417.79,0.01651701585190112,1.9083892617449667,28.435000000000002,1.469280815895903
Webinar Promo,LinkedIn,2025-05-25,254.45,296,9806,52,2183.17,0.030185600652661636,0.8596283783783784,4.8932692307692305,8.57995676950285
Search Max,Google Ads,2025-05-26,185.56,301,9948,28,1034.62,0.030257338158423804,0.6164784053156146,6.627142857142857,5.575662858374649
Brand Awareness,Google Ads,2025-05-26,222.22,511,14429,83,2058.58,0.03541478965971308,0.43487279843444226,2.6773493975903615,9.26370263702637
Retargeting Boost,Google Ads,2025-05-26,165.39,99,5023,15,746.31,0.01970933704957197,1.6706060606060604,11.026,4.512425176854707
Engagement Surge,Meta Ads,2025-05-26,74.79,144,3444,11,403.18,0.041811846689895474,0.519375,6.79909090909091,5.3908276507554485
Conversion Magnet,Meta Ads,2025-05-26,233.27,223,12745,23,1000.82,0.017497057669674382,1.0460538116591929,10.142173913043479,4.29039310670039
Lookalike Expansion,Meta Ads,2025-05-26,188.56,230,5696,12,508.46,0.04037921348314607,0.8198260869565217,15.713333333333333,2.6965422146796776
Video Funnel,YouTube,2025-05-26,100.62,169,6874,16,391.47,0.024585394239162058,0.5953846153846154,6.28875,3.890578413834228
Pre-Roll Push,YouTube,2025-05-26,126.4,409,8224,43,1438.71,0.04973249027237354,0.3090464547677262,2.9395348837209303,11.382199367088607
Channel Lift,YouTube,2025-05-26,230.52,508,15087,55,1780.83,0.033671372704977796,0.45377952755905515,4.191272727272727,7.725273295158771
Trend Jumps,TikTok,2025-05-26,223.9,234,6745,24,1051.82,0.03469236471460341,0.9568376068376069,9.329166666666667,4.697722197409558
Creator Collab,TikTok,2025-05-26,73.25,114,3920,16,351.13,0.029081632653061223,0.6425438596491229,4.578125,4.79358361774744
Viral Loop,TikTok,2025-05-26,195.0,331,10229,46,1853.53,0.032358979372372663,0.5891238670694864,4.239130434782608,9.505282051282052
Lead Magnet,LinkedIn,2025-05-26,251.25,440,10249,54,1204.83,0.042931017660259536,0.5710227272727273,4.652777777777778,4.795343283582089
B2B Outreach,LinkedIn,2025-05-26,64.64,116,2803,18,785.85,0.04138423118087763,0.5572413793103448,3.591111111111111,12.15733292079208
Webinar Promo,LinkedIn,2025-05-26,179.32,135,8537,13,429.27,0.015813517629143726,1.3282962962962963,13.793846153846154,2.393876868168637
Search Max,Google Ads,2025-05-27,72.15,95,2801,15,749.26,0.033916458407711535,0.7594736842105264,4.8100000000000005,10.384753984753983
Brand Awareness,Google Ads,2025-05-27,283.28,423,15779,61,2657.74,0.026807782495722163,0.669692671394799,4.6439344262295075,9.382024851736798
Retargeting Boost,Google Ads,2025-05-27,79.58,160,3692,17,631.65,0.04333694474539545,0.497375,4.681176470588235,7.937295802965569
Engagement Surge,Meta Ads,2025-05-27,196.94,180,7361,18,374.15,0.024453199293574243,1.094111111111111,10.94111111111111,1.8998172032090992
Conversion Magnet,Meta Ads,2025-05-27,56.05,74,3546,9,260.66,0.02086858432036097,0.7574324324324324,6.227777777777778,4.650490633363069
Lookalike Expansion,Meta Ads,2025-05-27,285.17,312,11512,56,2534.45,0.027102154273801252,0.9140064102564103,5.092321428571429,8.887505698355366
Video Funnel,YouTube,2025-05-27,96.53,169,5995,20,480.09,0.028190158465387822,0.5711834319526627,4.8265,4.973479747228841
Pre-Roll Push,YouTube,2025-05-27,70.15,123,4147,14,586.39,0.029659995177236557,0.5703252032520326,5.010714285714286,8.359087669280113
Channel Lift,YouTube,2025-05-27,241.38,301,8775,21,893.37,0.0343019943019943,0.8019269102990033,11.494285714285715,3.7010937111608255
